Date,Open,High,Low,Close,Volume
2008-06-16,9687.09,9782.19,9669.38,9782.19,249126910
2008-06-17,9782.19,9836.75,9760.81,9814.94,315890270
2008-06-18,9814.94,9836,9737.82,9778.48,253945857
2008-06-21,9778.48,9798.31,9732.13,9768.54,253349970
2008-06-22,9768.54,9832.07,9757.72,9801.99,306817799
2008-06-23,9801.99,9835.55,9756.14,9789.91,244862500
2008-06-24,9789.91,9811.43,9683.59,9731.8,227340345
2008-06-25,9731.8,9736.55,9573.3,9581.34,208553728
2008-06-28,9581.34,9583.32,9245.15,9313.4,255974173
2008-06-29,9313.4,9402.52,9252.75,9324.36,221066851
2008-06-30,9324.36,9399.05,9237.25,9352.32,162640624
2008-07-01,9352.32,9396.7,9282.51,9385.19,186397949
2008-07-02,9385.19,9474.78,9385.19,9467.68,172909967
2008-07-05,9467.68,9472.85,9359.2,9378.34,194378016
2008-07-06,9378.34,9483.23,9276.03,9483.23,217577589
2008-07-07,9483.23,9567.26,9483.23,9517.32,185318847
2008-07-08,9517.32,9524.23,9241.02,9293.45,194264688
2008-07-09,9293.45,9306.07,8978.26,8998.28,224647543
2008-07-12,8998.28,9039.63,8879.42,8995.07,189020685
2008-07-13,8995.07,9183.15,8990.72,9145.03,209810255
2008-07-14,9145.03,9161.98,9079.66,9099.2,219694098
2008-07-15,9099.2,9099.34,8585.29,8706.77,224325135
2008-07-16,8706.77,8878.91,8512.32,8861.24,233733081
2008-07-19,8861.24,9163.15,8842,9073.8,288693489
2008-07-20,9073.8,9122.1,8921.66,9081.65,258392208
2008-07-21,9081.65,9126.72,8996.2,9096.16,190159900
2008-07-22,9096.16,9117.15,9035.69,9108.42,191727421
2008-07-23,9108.42,9141.47,9039.62,9080.87,173698280
2008-07-26,9080.87,9080.87,8961.87,9022.31,151156462
2008-07-27,9022.31,9044.27,8931.61,8942.89,161552550
2008-07-28,8942.89,8942.89,8771.03,8805.45,445817383
2008-07-29,8805.45,8853.03,8664.7,8773.05,269550456
2008-07-30,8773.05,8822.13,8702.96,8740.74,176088440
2008-08-02,8740.74,8740.74,8519.9,8633.5,182063091
2008-08-03,8633.5,8693.31,8608.92,8627.24,129979686
2008-08-04,8627.24,8632,8454.84,8469.77,106132483
2008-08-05,8469.77,8505.91,8380.02,8502.2,111207957
2008-08-06,8502.2,8539.04,8450.15,8451.06,107859774
2008-08-09,8451.06,8451.06,8173.57,8173.97,111654956
2008-08-10,8173.97,8178.51,7810.54,7884.14,145129540
2008-08-11,7884.14,8094.15,7870.13,8067.62,155910865
2008-08-12,8067.62,8199.36,8014.15,8165.42,110930973
2008-08-13,8165.42,8228.42,8133.43,8188.3,151833120
2008-08-16,8188.3,8334.1,8188.3,8331.63,183636327
2008-08-17,8331.63,8433.48,8331.15,8357.23,160190555
2008-08-18,8357.23,8411.4,8251.01,8411.4,140073620
2008-08-19,8411.4,8477.53,8376.32,8418.96,149847960
2008-08-20,8418.96,8469.32,8366.56,8463.71,114415100
2008-08-23,8463.71,8902.79,8463.71,8901.9,286092625
2008-08-24,8901.9,8994,8850.64,8899.27,241009347
2008-08-25,8899.27,8941.08,8781.81,8933.79,169064999
2008-08-26,8933.79,9001.21,8897.13,8981.99,169896132
2008-08-27,8981.99,8997.56,8888.42,8898.97,178949601
2008-08-30,8898.97,8898.97,8677.73,8713.87,138212163
2008-08-31,8713.87,8782.85,8687.6,8757.04,97338423
2008-09-01,8757.04,8780.02,8718.64,8751.87,71748449
2008-09-02,8751.87,8754.8,8567.79,8590.37,91550846
2008-09-03,8590.37,8605.38,8482.93,8504.72,79487875
2008-09-06,8504.72,8504.72,7851.44,8044.79,210247795
2008-09-07,8044.79,8117.7,7867.46,7907.52,166422506
2008-09-08,7907.52,8277.01,7906.57,8245.21,224415833
2008-09-09,8245.21,8268.05,8009.4,8030.69,130566597
2008-09-10,8030.69,8141.9,7936.24,8128.1,116102508
2008-09-13,8128.1,8141.29,7790.31,7802.25,108284645
2008-09-14,7802.25,7826.12,7539.78,7759.07,156423148
2008-09-15,7759.07,7759.94,7194,7255.15,167813780
2008-09-16,7255.15,7282.01,6932.41,7216.71,254361321
2008-09-17,7216.71,7484.41,7216.09,7387.25,231222516
2008-09-20,7387.25,7713.07,7387.25,7586.68,236351102
2008-09-21,7586.68,7610.27,7450.38,7538.65,152860457
2008-09-22,7538.65,7544.06,7425.66,7461.14,101859475
2008-09-24,7461.14,7461.14,6961.01,7133.47,155747014
2008-09-27,7133.47,7133.47,6885.52,6993.13,151992898
2008-09-28,6993.13,7489.98,6992.72,7458.5,200236551
2008-10-06,7458.5,7458.5,6724.09,6726.6,60250607
2008-10-07,6726.6,6726.6,6120.49,6253.72,258737675
2008-10-08,6253.72,6253.72,5696.01,6160.52,333045459
2008-10-11,6160.52,6160.52,5734.83,5794.87,394063025
2008-10-12,5794.87,5906.03,5639.96,5814.6,377298662
2008-10-13,5814.6,6371.8,5814.6,6365.23,463384003
2008-10-14,6365.23,6953.29,6365.23,6828.96,470909713
2008-10-15,6828.96,6865.25,6289.99,6863.15,460817097
2008-10-18,6863.15,6863.15,6476.34,6503.94,308594115
2008-10-19,6503.94,6596,6183.72,6258.32,215636429
2008-10-20,6258.32,6444.34,6212.38,6345.75,334707696
2008-10-21,6345.75,6546.31,6314.95,6397.14,371076053
2008-10-22,6397.14,6397.27,6121.96,6160.8,215460378
2008-10-25,6160.8,6160.8,5564.96,5624.68,169038936
2008-10-26,5624.68,5624.68,5360.75,5531.57,282900729
2008-10-27,5531.57,5561.43,5218.13,5338.68,270431941
2008-10-28,5338.68,5656.86,5301.91,5621.99,440991675
2008-10-29,5621.99,5884.27,5511.95,5537.82,408628284
2008-11-01,5537.82,5878.5,5526.99,5871.24,377452096
2008-11-02,5871.24,5895.32,5745.95,5800.9,458521364
2008-11-03,5800.9,5939.06,5769.9,5889.34,370928643
2008-11-04,5889.34,6047.11,5882.23,6045.13,462726348
2008-11-05,6045.13,6224.53,5996.16,6083.87,490124538
2008-11-08,6083.87,6083.87,5727.33,5732.03,231895931
2008-11-09,5732.03,5845.41,5644.59,5836.42,304126497
2008-11-10,5836.42,5907.92,5763.64,5766.16,337266179
2008-11-11,5766.16,5766.16,5455.71,5465.85,276430500
2008-11-12,5465.85,5485.19,5365.05,5485.19,292818973
2008-11-15,5485.19,5485.19,5066.63,5079.54,266421353
2008-11-16,5079.54,5149.98,4920.61,5145.84,380817038
2008-11-17,5145.84,5245.08,5106.74,5173.12,340405424
2008-11-18,5173.12,5174.38,4950.64,4969.96,236997581
2008-11-19,4969.96,5026.27,4854.78,4880.44,222924180
2008-11-22,4880.44,4880.44,4416.55,4431.57,262768840
2008-11-23,4431.57,4442.71,4223.7,4264.52,379684071
2008-11-24,4264.52,4582.31,4237.49,4529.19,462554462
2008-11-25,4529.19,4694.06,4482.19,4490.46,393000557
2008-11-26,4490.46,4532.29,4384.28,4424.23,226529366
2008-11-29,4424.23,4851.83,4424.23,4845.11,428037987
2008-11-30,4845.11,4976.42,4612.78,4738.14,562223888
2008-12-01,4738.14,4872.88,4665.65,4795.76,370006786
2008-12-02,4795.76,4795.76,4441.45,4588.26,304233554
2008-12-03,4588.26,4705.13,4588.01,4654.88,290784824
2008-12-13,4654.88,4874.97,4650.54,4845.25,332209249
2008-12-14,4845.25,4856.24,4758.17,4780.46,237886464
2008-12-15,4780.46,4866,4778.71,4842.74,214978526
2008-12-16,4842.74,4889.2,4823.26,4841.92,274284218
2008-12-17,4841.92,4960.55,4841.92,4903.81,301460009
2008-12-20,4903.81,4903.81,4698.68,4705.44,197171007
2008-12-21,4705.44,4789.45,4677.27,4774.08,195900406
2008-12-22,4774.08,4826.56,4746,4748.04,275814404
2008-12-23,4748.04,4800.96,4727.4,4743.89,263536384
2008-12-24,4743.89,4744.13,4641.37,4669.05,242579055
2008-12-27,4669.05,4669.05,4532.17,4543.89,215159417
2008-12-28,4543.89,4686.73,4532.74,4686.68,258100657
2008-12-29,4686.68,4741.35,4655.42,4710.77,271620398
2008-12-30,4710.77,4798.92,4689.46,4791.27,300830746
2008-12-31,4791.27,4858.63,4777.28,4802.99,264142251
2009-01-03,4802.99,5034.1,4800.18,5023.22,401252776
2009-01-04,5023.22,5081.89,4988.65,5048.31,310060748
2009-01-05,5048.31,5214.31,5035.16,5180.35,505887421
2009-01-06,5180.35,5291.28,5175.67,5289.73,469854028
2009-01-07,5289.73,5344.31,5248.82,5322.22,420360586
2009-01-10,5322.22,5322.22,5049.89,5160.65,381567273
2009-01-11,5160.65,5216.81,5140.73,5165.61,347650195
2009-01-12,5165.61,5184.67,5091.32,5152.54,301424075
2009-01-13,5152.54,5152.54,5027.18,5079.7,287193792
2009-01-14,5079.7,5079.7,4929.27,4935.33,251412083
2009-01-17,4935.33,4935.33,4604.59,4700.31,229891448
2009-01-18,4700.31,4715.39,4614.82,4649.67,221385030
2009-01-19,4649.67,4668.49,4613.95,4656.48,178912285
2009-01-20,4656.48,4656.48,4351.66,4544.29,256718679
2009-01-21,4544.29,4600.75,4426.43,4556.8,330287242
2009-01-24,4556.8,4786.89,4556.67,4786.83,370268586
2009-01-25,4786.83,4812.87,4696.85,4810.04,362597672
2009-01-26,4810.04,4834.75,4754.73,4772.81,296886190
2009-01-27,4772.81,4872.86,4769.45,4796.9,325253443
2009-01-28,4796.9,4803.88,4764.84,4789.49,216546025
2009-01-31,4789.49,4866.5,4783.17,4808.9,274917081
2009-02-01,4808.9,4836.53,4749.34,4765.92,250407553
2009-02-02,4765.92,4776.78,4702.44,4730.51,230886970
2009-02-03,4730.51,4793.84,4722.38,4790.01,303965113
2009-02-04,4790.01,4836.84,4767.36,4794.56,351428959
2009-02-07,4794.56,4929.27,4793.06,4928.65,383724858
2009-02-08,4928.65,4955.78,4884.62,4909.83,395919777
2009-02-09,4909.83,4934.67,4877.55,4934.63,275645134
2009-02-10,4934.63,4975.4,4899.73,4901.52,421461424
2009-02-11,4901.52,4901.52,4788.84,4847.62,344046407
2009-02-14,4847.62,4944.18,4847.62,4944.18,300359224
2009-02-15,4944.18,4971.04,4888.93,4896.35,335022504
2009-02-16,4896.35,4916.09,4875.52,4894.2,246505967
2009-02-17,4894.2,4896.32,4675.64,4688.89,278102063
2009-02-18,4688.89,4773.92,4633.73,4773.78,251003315
2009-02-21,4773.78,4773.78,4640.51,4675.66,205701477
2009-02-22,4675.66,4713.77,4662.9,4713.75,207713837
2009-02-23,4713.75,4783.12,4706.55,4751.45,267806442
2009-02-24,4751.45,4751.45,4472.97,4531.52,270344610
2009-02-25,4531.52,4621.86,4517.64,4542.11,204104679
2009-02-28,4542.11,4542.11,4327.48,4384.59,217325755
2009-03-01,4384.59,4450.72,4384.13,4414.56,197372912
2009-03-02,4414.56,4439.8,4322.37,4331.74,183598628
2009-03-03,4331.74,4331.74,4199.27,4318.51,209137886
2009-03-04,4318.51,4360.83,4313.68,4348.26,198656710
2009-03-07,4348.26,4355.89,4272.81,4316.91,178090108
2009-03-08,4316.91,4317.28,4186.88,4210.68,171524022
2009-03-09,4210.68,4217.71,4068.08,4130.01,205149290
2009-03-10,4130.01,4149.24,4078.83,4143.23,207760095
2009-03-11,4143.23,4219.37,4116.58,4130.15,222692474
2009-03-14,4130.15,4273.95,4127.6,4269.91,261705550
2009-03-15,4269.91,4291.65,4249.3,4281.26,187732294
2009-03-16,4281.26,4371.44,4273.19,4364.89,212903245
2009-03-17,4364.89,4364.89,4303.63,4339.55,177958995
2009-03-18,4339.55,4422.08,4339.33,4400.21,206123385
2009-03-21,4400.21,4471.66,4400.21,4470.7,149471211
2009-03-22,4470.7,4503.84,4424.73,4473.61,208217658
2009-03-23,4473.61,4530.83,4468.7,4528.57,228789771
2009-03-24,4528.57,4646.98,4528.57,4584.21,300498767
2009-03-25,4584.21,4644.08,4534.81,4642.99,186756356
2009-03-28,4642.99,4757.71,4638.91,4752.37,260690600
2009-03-29,4752.37,4785.53,4707.53,4728.55,284173831
2009-03-30,4728.55,4728.55,4614.34,4632.51,223766050
2009-03-31,4632.51,4703.75,4600.62,4703.75,181198810
2009-04-01,4703.75,4733.8,4693.88,4717.38,167289502
2009-04-04,4717.38,4967.58,4717.38,4966.38,357607390
2009-04-05,4966.38,5052.11,4933.36,5000.95,350371594
2009-04-06,5000.95,5095.42,4993.05,5082.54,302307534
2009-04-07,5082.54,5085.59,5026.4,5052.55,255655563
2009-04-08,5052.55,5052.55,4946.99,5039.03,221029533
2009-04-11,5039.03,5250.98,5039.03,5200.17,322743245
2009-04-12,5200.17,5229.15,5168.06,5202.57,293643518
2009-04-13,5202.57,5343.65,5179.12,5308.42,332221194
2009-04-14,5308.42,5444.09,5308.42,5444.09,340319676
2009-04-15,5444.09,5444.21,5313.69,5377.24,350446409
2009-04-18,5377.24,5479.9,5377.24,5466.49,329923323
2009-04-19,5466.49,5495.45,5215.19,5250.22,392426263
2009-04-20,5250.22,5250.22,5096.68,5218.69,255412105
2009-04-21,5218.69,5218.69,4893.51,5055.93,342212264
2009-04-22,5055.93,5218.67,5053.09,5216.84,354352886
2009-04-25,5216.84,5391.67,5216.84,5380.22,337776330
2009-04-26,5380.22,5483.75,5328.11,5440.3,416380524
2009-04-27,5440.3,5509.12,5386.94,5420.79,305531317
2009-04-28,5420.79,5471.9,5402.3,5471.9,242127219
2009-04-29,5471.9,5625.71,5470.28,5625.51,431187920
2009-05-02,5625.51,5735.09,5622.53,5644.11,423959383
2009-05-03,5644.11,5655.32,5563.26,5626.76,291172816
2009-05-04,5626.76,5740.9,5626.76,5738.29,474090377
2009-05-05,5738.29,5815.41,5714.77,5800.29,476084601
2009-05-06,5800.29,5893.51,5758.48,5802.14,408912503
2009-05-09,5802.14,6019.93,5802.14,6019.69,575131915
2009-05-10,6019.69,6078.56,5935.45,6025.71,502497762
2009-05-11,6025.71,6027.09,5938.45,5947.94,539876097
2009-05-12,5947.94,6051.69,5904,6017.66,400987739
2009-05-13,6017.66,6077.75,6008.32,6044.78,376809781
2009-05-16,6044.78,6044.78,5808.09,5871.57,398043012
2009-05-17,5871.57,5941.54,5843.05,5941.54,304624880
2009-05-18,5941.54,5989.15,5933.58,5980.36,341731888
2009-05-19,5980.36,6115.09,5980.36,6063.12,461321906
2009-05-20,6063.12,6082.38,6019.4,6052.63,358113125
2009-05-23,6052.63,6101.48,5973.77,6100.85,371812823
2009-05-24,6100.85,6139.9,6048.99,6052.3,434423584
2009-05-25,6052.3,6060.32,5862.98,5914.23,368303012
2009-05-26,5914.23,5924.35,5729.4,5770.95,366999944
2009-05-27,5770.95,5899.98,5759.43,5789.43,290865897
2009-05-30,5789.43,5940.56,5789.43,5933.54,374701601
2009-05-31,5933.54,5964.67,5869.04,5893.34,392419181
2009-06-01,5893.34,6003.43,5874.59,6003.25,379570364
2009-06-02,6003.25,6114.91,6003.25,6031.46,424638515
2009-06-03,6031.46,6074.92,6011.67,6048.87,337621342
2009-06-06,6048.87,6107.3,5970.96,5984.56,332983290
2009-06-07,5984.56,6009.43,5871.16,6009.31,286951968
2009-06-08,6009.31,6009.56,5868.04,5877.99,342899322
2009-06-09,5877.99,5892.71,5814.21,5881.74,305783447
2009-06-10,5881.74,5971.91,5881.74,5941.2,338705370
2009-06-13,5941.2,6097.13,5940.83,6094.91,325123429
2009-06-14,6094.91,6137.95,6079.43,6099.45,400249315
2009-06-15,6099.45,6099.45,6022.64,6049.77,309431532
2009-06-16,6049.77,6065.91,5966.9,6062.35,329147636
2009-06-17,6062.35,6064.65,5975.14,5990.3,305947470
2009-06-20,5990.3,6000.84,5899.27,5956.76,271356515
2009-06-21,5956.76,5967.86,5657.19,5741.83,326092457
2009-06-22,5741.83,5766.87,5611.88,5708.67,265316852
2009-06-23,5708.67,5708.67,5514.69,5578.95,241125917
2009-06-24,5578.95,5657.15,5578.63,5609.02,242431458
2009-06-27,5609.02,5661.15,5592.54,5601.19,200366525
2009-06-28,5601.19,5603.01,5417.54,5490.02,237851599
2009-06-29,5490.02,5553.08,5476.64,5553.08,220876141
2009-06-30,5553.08,5641.51,5553.08,5596.46,227756219
2009-07-01,5596.46,5605.86,5524.39,5599.38,207589823
2009-07-04,5599.38,5599.38,5444.53,5467.81,214451792
2009-07-05,5467.81,5513.05,5463.52,5496.72,162950729
2009-07-06,5496.72,5496.72,5394.06,5407.31,172080323
2009-07-07,5407.31,5471.71,5407.31,5457.71,160592752
2009-07-08,5457.71,5458.08,5374.18,5413.23,157654255
2009-07-11,5413.23,5472.36,5393.52,5472.29,140133215
2009-07-12,5472.29,5499.52,5426.94,5456.14,166177952
2009-07-13,5456.14,5459.81,5390.82,5448.07,152557569
2009-07-14,5448.07,5588.83,5448.07,5576.62,202820092
2009-07-15,5576.62,5674.28,5576.61,5631.78,201576257
2009-07-18,5631.78,5777.49,5630.52,5774.72,263817436
2009-07-19,5774.72,5777.64,5641.49,5675.95,238521374
2009-07-20,5675.95,5717.82,5642.18,5717.65,237764412
2009-07-21,5717.65,5751.15,5681.53,5748.82,247425612
2009-07-22,5748.82,5756.58,5667.64,5670.52,200462575
2009-07-25,5670.52,5833.63,5670.52,5828.56,249678807
2009-07-26,5828.56,5848.88,5798.81,5817.13,199908268
2009-07-27,5817.13,5878.8,5816.01,5839.41,225875361
2009-07-28,5839.41,5862.71,5768.2,5778.91,156596494
2009-07-29,5778.91,5783.96,5720.76,5778.14,173156593
2009-08-01,5778.14,5857.66,5776.57,5786.31,164306886
2009-08-02,5786.31,5786.36,5706.46,5767.94,150925871
2009-08-03,5767.94,5820.41,5761.91,5818.37,150358032
2009-08-04,5818.37,5836.49,5768.65,5779.33,151334162
2009-08-05,5779.33,5791.12,5757.71,5769.99,107735840
2009-08-08,5769.99,5804.73,5767.86,5777.38,212049861
2009-08-09,5777.38,5784.44,5747.9,5775.73,123378863
2009-08-10,5775.73,5889.05,5772.94,5887.19,237751109
2009-08-11,5887.19,5918.87,5854.69,5869.73,198306596
2009-08-12,5869.73,5869.92,5810.41,5845.68,149469904
2009-08-15,5845.68,5848.23,5797.17,5838.27,145134092
2009-08-16,5838.27,5862.07,5824.09,5855.25,148307121
2009-08-17,5855.25,5855.25,5709.38,5711.49,206966936
2009-08-18,5711.49,5761.49,5706.58,5759.58,132581211
2009-08-19,5759.58,5759.58,5613.57,5623.06,145078917
2009-08-22,5623.06,5771.27,5623.06,5751.73,120363093
2009-08-23,5751.73,5751.75,5699.73,5717.51,93370350
2009-08-24,5717.51,5796.26,5717.51,5789.78,106582246
2009-08-25,5789.78,5791.03,5745.24,5785.3,94979872
2009-08-26,5785.3,5792.89,5742.61,5762.75,101783309
2009-08-29,5762.75,5778.52,5718.4,5739.2,87520141
2009-08-30,5739.2,5743.88,5669.9,5699,72547134
2009-08-31,5699,5699,5646.6,5660.89,84381364
2009-09-01,5660.89,5671.36,5579.68,5633.79,101226097
2009-09-02,5633.79,5633.79,5530.79,5617.31,125669436
2009-09-05,5617.31,5673.97,5617.31,5670.92,126092618
2009-09-06,5670.92,5682.5,5640.5,5667.94,109873480
2009-09-07,5667.94,5695.47,5662.01,5691.56,117669214
2009-09-08,5691.56,5754.86,5673.39,5754.86,148964420
2009-09-09,5754.86,5755.46,5698.64,5712.95,129673918
2009-09-12,5712.95,5792.6,5712.95,5786.05,137361724
2009-09-13,5786.05,5833.24,5783.18,5817.8,157841189
2009-09-14,5817.8,5824.43,5769.48,5821.08,141637298
2009-09-15,5821.08,5862.9,5819.16,5856.99,148660328
2009-09-16,5856.99,5959.02,5856.99,5947.77,182200714
2009-09-26,5947.77,6144.26,5947.77,6130.95,247813891
2009-09-27,6130.95,6217.88,6130.95,6178.14,219381803
2009-09-28,6178.14,6229.7,6110.16,6227.07,199530426
2009-09-29,6227.07,6286.67,6222.6,6279.47,205760284
2009-09-30,6279.47,6337.17,6253.59,6322.04,229899493
2009-10-03,6322.04,6322.04,6239.63,6265.2,195429905
2009-10-04,6265.2,6302.1,6253.15,6302.1,209253843
2009-10-05,6302.1,6341.65,6267.81,6282.38,235043566
2009-10-06,6282.38,6344.77,6282.38,6340.51,197353386
2009-10-07,6340.51,6368.82,6284.77,6314.78,227876868
2009-10-10,6314.78,6376.15,6297.68,6370.74,247335473
2009-10-11,6370.74,6405.32,6369.9,6399.63,264230305
2009-10-12,6399.63,6422.86,6374.34,6400.39,243920421
2009-10-13,6400.39,6402.33,6338.03,6351.38,174735093
2009-10-14,6351.38,6456.03,6349.66,6449.81,290601184
2009-10-17,6449.81,6485.98,6423.26,6432.96,320956946
2009-10-18,6432.96,6461.09,6356.81,6396.1,234975415
2009-10-19,6396.1,6546.77,6396.1,6535.09,329480707
2009-10-20,6535.09,6566.76,6511.01,6541.48,293632832
2009-10-21,6541.48,6542.1,6451.21,6515.81,257340854
2009-10-24,6515.81,6571.75,6483.74,6568.47,252999292
2009-10-25,6568.47,6578.79,6512.71,6527.53,240144644
2009-10-26,6527.53,6574.25,6526.12,6563.5,252497476
2009-10-27,6563.5,6563.5,6506.02,6532.92,230635728
2009-10-28,6532.92,6540.73,6431.34,6441.6,259102907
2009-10-31,6441.6,6442.3,6237.93,6268.55,230942033
2009-11-01,6268.55,6313.08,6225.06,6313.08,189119042
2009-11-02,6313.08,6374.35,6281.86,6371.97,231909697
2009-11-03,6371.97,6381.6,6280.94,6283.31,240181649
2009-11-04,6283.31,6363.44,6283.31,6343.12,231822115
2009-11-07,6343.12,6374.77,6314.94,6350.89,219340277
2009-11-08,6350.89,6350.89,6210.26,6255.8,285788646
2009-11-09,6255.8,6277.32,6237.01,6275.96,180912277
2009-11-10,6275.96,6322.94,6226.73,6238.81,195334240
2009-11-11,6238.81,6255.2,6196.67,6253.95,153089913
2009-11-14,6253.95,6296.18,6252.19,6296.18,123833273
2009-11-15,6296.18,6296.58,6252.99,6271.51,128769934
